machine_id,timestamp,temperature_C,vibration_mm_s,rpm,current_A,status
PUMP_03,2026-04-13 23:27:00+00:00,55.13,2.26,2857.0,17.54,running
PUMP_03,2026-04-13 23:28:00+00:00,55.12,2.21,2833.0,18.32,running
PUMP_03,2026-04-13 23:29:00+00:00,55.92,2.22,2838.0,18.3,running
PUMP_03,2026-04-13 23:30:00+00:00,54.38,2.15,2887.0,18.12,running
PUMP_03,2026-04-13 23:31:00+00:00,56.63,2.28,2834.0,17.86,running
PUMP_03,2026-04-13 23:32:00+00:00,56.02,2.19,2853.0,18.11,running
PUMP_03,2026-04-13 23:33:00+00:00,56.47,2.22,2804.0,18.1,warning
PUMP_03,2026-04-13 23:34:00+00:00,53.62,2.15,2866.0,17.69,running
PUMP_03,2026-04-13 23:35:00+00:00,54.02,2.23,2849.0,18.38,running
PUMP_03,2026-04-13 23:36:00+00:00,53.48,2.14,2860.0,18.49,running
PUMP_03,2026-04-13 23:37:00+00:00,54.55,2.21,2889.0,18.0,running
PUMP_03,2026-04-13 23:38:00+00:00,54.85,2.18,2862.0,18.14,running
PUMP_03,2026-04-13 23:39:00+00:00,53.8,7.74,2857.0,20.29,warning
PUMP_03,2026-04-13 23:40:00+00:00,54.93,2.27,2823.0,18.51,running
PUMP_03,2026-04-13 23:41:00+00:00,54.57,2.12,2811.0,17.68,warning
PUMP_03,2026-04-13 23:42:00+00:00,53.43,2.2,2885.0,18.3,running
PUMP_03,2026-04-13 23:43:00+00:00,55.89,2.19,2827.0,18.52,running
PUMP_03,2026-04-13 23:44:00+00:00,54.56,2.26,2878.0,18.0,running
PUMP_03,2026-04-13 23:45:00+00:00,56.33,2.17,2881.0,18.35,running
PUMP_03,2026-04-13 23:46:00+00:00,53.82,2.13,2882.0,18.19,running
PUMP_03,2026-04-13 23:47:00+00:00,55.04,2.17,2886.0,17.78,running
PUMP_03,2026-04-13 23:48:00+00:00,54.88,2.11,2878.0,18.16,running
PUMP_03,2026-04-13 23:49:00+00:00,54.41,2.21,2824.0,18.44,running
PUMP_03,2026-04-13 23:50:00+00:00,56.22,2.11,2844.0,18.09,running
PUMP_03,2026-04-13 23:51:00+00:00,54.49,2.23,2891.0,17.66,running
PUMP_03,2026-04-13 23:52:00+00:00,54.0,2.11,2818.0,17.58,warning
PUMP_03,2026-04-13 23:53:00+00:00,54.75,2.27,2883.0,17.68,running
PUMP_03,2026-04-13 23:54:00+00:00,56.44,2.19,2851.0,17.84,running
PUMP_03,2026-04-13 23:55:00+00:00,56.49,2.28,2864.0,18.23,running
PUMP_03,2026-04-13 23:56:00+00:00,54.44,2.16,2847.0,17.5,running
PUMP_03,2026-04-13 23:57:00+00:00,56.63,2.21,2839.0,18.26,running
PUMP_03,2026-04-13 23:58:00+00:00,54.92,2.25,2804.0,18.24,warning
PUMP_03,2026-04-13 23:59:00+00:00,54.73,2.18,2890.0,18.34,running
PUMP_03,2026-04-14 00:00:00+00:00,53.84,2.16,2863.0,18.37,running
PUMP_03,2026-04-14 00:01:00+00:00,55.89,2.15,2876.0,18.25,running
PUMP_03,2026-04-14 00:02:00+00:00,53.78,2.13,2847.0,18.28,running
PUMP_03,2026-04-14 00:03:00+00:00,53.86,2.14,2830.0,18.41,running
PUMP_03,2026-04-14 00:04:00+00:00,53.86,2.18,2834.0,17.5,running
PUMP_03,2026-04-14 00:05:00+00:00,53.49,2.15,2818.0,18.31,warning
PUMP_03,2026-04-14 00:06:00+00:00,54.1,2.2,2887.0,17.48,running
PUMP_03,2026-04-14 00:07:00+00:00,54.66,2.17,2849.0,18.32,running
PUMP_03,2026-04-14 00:08:00+00:00,54.58,2.22,2819.0,18.21,warning
PUMP_03,2026-04-14 00:09:00+00:00,53.71,2.22,2819.0,18.35,warning
PUMP_03,2026-04-14 00:10:00+00:00,53.73,2.28,2824.0,18.0,running
PUMP_03,2026-04-14 00:11:00+00:00,56.5,5.58,2815.0,20.92,warning
PUMP_03,2026-04-14 00:12:00+00:00,54.57,2.15,2839.0,18.15,running
PUMP_03,2026-04-14 00:13:00+00:00,54.52,2.13,2882.0,18.12,running
PUMP_03,2026-04-14 00:14:00+00:00,54.98,2.19,2850.0,17.64,running
PUMP_03,2026-04-14 00:15:00+00:00,55.28,2.24,2889.0,17.62,running
PUMP_03,2026-04-14 00:16:00+00:00,54.84,2.21,2816.0,18.27,warning
PUMP_03,2026-04-14 00:17:00+00:00,55.73,2.27,2812.0,18.02,warning
PUMP_03,2026-04-14 00:18:00+00:00,55.96,2.13,2877.0,18.47,running
PUMP_03,2026-04-14 00:19:00+00:00,53.73,2.29,2841.0,18.06,running
PUMP_03,2026-04-14 00:20:00+00:00,55.67,2.18,2829.0,18.16,running
PUMP_03,2026-04-14 00:21:00+00:00,55.38,2.21,2869.0,17.95,running
PUMP_03,2026-04-14 00:22:00+00:00,54.75,2.18,2807.0,18.04,warning
PUMP_03,2026-04-14 00:23:00+00:00,55.72,2.21,2816.0,17.87,warning
PUMP_03,2026-04-14 00:24:00+00:00,53.52,2.21,2887.0,17.92,running
PUMP_03,2026-04-14 00:25:00+00:00,55.58,5.34,2832.0,18.86,running
PUMP_03,2026-04-14 00:26:00+00:00,54.6,2.25,2815.0,18.43,warning
PUMP_03,2026-04-14 00:27:00+00:00,56.36,2.17,2827.0,18.3,running
PUMP_03,2026-04-14 00:28:00+00:00,56.34,2.28,2832.0,17.89,running
PUMP_03,2026-04-14 00:29:00+00:00,56.6,2.18,2849.0,17.97,running
PUMP_03,2026-04-14 00:30:00+00:00,55.66,2.13,2833.0,18.03,running
PUMP_03,2026-04-14 00:31:00+00:00,56.5,2.14,2822.0,17.47,running
PUMP_03,2026-04-14 00:32:00+00:00,54.33,2.15,2876.0,18.34,running
PUMP_03,2026-04-14 00:33:00+00:00,53.91,2.18,2812.0,17.75,warning
PUMP_03,2026-04-14 00:34:00+00:00,55.21,2.23,2870.0,17.64,running
PUMP_03,2026-04-14 00:35:00+00:00,56.55,2.22,2836.0,18.43,running
PUMP_03,2026-04-14 00:36:00+00:00,56.46,2.2,2828.0,17.53,running
PUMP_03,2026-04-14 00:37:00+00:00,54.43,2.25,2841.0,18.19,running
PUMP_03,2026-04-14 00:38:00+00:00,53.44,2.12,2874.0,18.27,running
PUMP_03,2026-04-14 00:39:00+00:00,54.19,2.15,2804.0,17.75,warning
PUMP_03,2026-04-14 00:40:00+00:00,54.83,2.13,2852.0,18.12,running
PUMP_03,2026-04-14 00:41:00+00:00,53.78,2.2,2874.0,17.94,running
PUMP_03,2026-04-14 00:42:00+00:00,53.92,2.15,2809.0,18.28,warning
PUMP_03,2026-04-14 00:43:00+00:00,55.76,2.27,2807.0,17.96,warning
PUMP_03,2026-04-14 00:44:00+00:00,54.34,2.16,2854.0,18.25,running
PUMP_03,2026-04-14 00:45:00+00:00,54.14,2.27,2852.0,17.6,running
PUMP_03,2026-04-14 00:46:00+00:00,56.43,2.21,2837.0,17.86,running
PUMP_03,2026-04-14 00:47:00+00:00,55.91,2.12,2870.0,17.78,running
PUMP_03,2026-04-14 00:48:00+00:00,55.55,2.25,2883.0,18.35,running
PUMP_03,2026-04-14 00:49:00+00:00,54.46,2.26,2849.0,17.89,running
PUMP_03,2026-04-14 00:50:00+00:00,53.6,2.25,2825.0,18.22,running
PUMP_03,2026-04-14 00:51:00+00:00,53.94,2.14,2828.0,17.46,running
PUMP_03,2026-04-14 00:52:00+00:00,54.1,2.27,2838.0,18.05,running
PUMP_03,2026-04-14 00:53:00+00:00,53.96,2.16,2862.0,18.16,running
PUMP_03,2026-04-14 00:54:00+00:00,54.0,2.15,2803.0,18.48,warning
PUMP_03,2026-04-14 00:55:00+00:00,54.71,2.15,2865.0,17.54,running
PUMP_03,2026-04-14 00:56:00+00:00,54.26,2.28,2854.0,18.21,running
PUMP_03,2026-04-14 00:57:00+00:00,55.43,2.16,2855.0,17.49,running
PUMP_03,2026-04-14 00:58:00+00:00,53.76,2.12,2858.0,18.19,running
PUMP_03,2026-04-14 00:59:00+00:00,54.4,2.15,2882.0,18.52,running
PUMP_03,2026-04-14 01:00:00+00:00,56.53,2.14,2873.0,17.6,running
PUMP_03,2026-04-14 01:01:00+00:00,53.63,2.26,2805.0,17.56,warning
PUMP_03,2026-04-14 01:02:00+00:00,56.46,2.24,2824.0,17.81,running
PUMP_03,2026-04-14 01:03:00+00:00,55.6,2.28,2830.0,17.6,running
PUMP_03,2026-04-14 01:04:00+00:00,54.92,2.23,2878.0,18.28,running
PUMP_03,2026-04-14 01:05:00+00:00,56.37,2.16,2864.0,17.94,running
PUMP_03,2026-04-14 01:06:00+00:00,55.32,2.14,2811.0,17.85,warning
PUMP_03,2026-04-14 01:07:00+00:00,55.23,2.27,2837.0,17.84,running
PUMP_03,2026-04-14 01:08:00+00:00,55.99,2.15,2826.0,17.67,running
PUMP_03,2026-04-14 01:09:00+00:00,53.77,2.28,2889.0,18.27,running
PUMP_03,2026-04-14 01:10:00+00:00,53.99,2.14,2810.0,17.56,warning
PUMP_03,2026-04-14 01:11:00+00:00,53.81,2.27,2837.0,17.49,running
PUMP_03,2026-04-14 01:12:00+00:00,56.29,2.14,2873.0,17.68,running
PUMP_03,2026-04-14 01:13:00+00:00,54.32,2.23,2830.0,17.6,running
PUMP_03,2026-04-14 01:14:00+00:00,53.43,2.12,2890.0,17.84,running
PUMP_03,2026-04-14 01:15:00+00:00,55.82,2.2,2879.0,18.13,running
PUMP_03,2026-04-14 01:16:00+00:00,55.33,2.12,2819.0,17.88,warning
PUMP_03,2026-04-14 01:17:00+00:00,56.31,2.18,2823.0,17.81,running
PUMP_03,2026-04-14 01:18:00+00:00,54.39,2.12,2884.0,18.17,running
PUMP_03,2026-04-14 01:19:00+00:00,53.79,2.22,2844.0,18.28,running
PUMP_03,2026-04-14 01:20:00+00:00,53.76,2.22,2844.0,17.97,running
PUMP_03,2026-04-14 01:21:00+00:00,53.47,2.17,2879.0,18.18,running
PUMP_03,2026-04-14 01:22:00+00:00,54.75,2.27,2861.0,18.42,running
PUMP_03,2026-04-14 01:23:00+00:00,55.6,2.15,2835.0,17.62,running
PUMP_03,2026-04-14 01:24:00+00:00,54.69,2.18,2878.0,17.98,running
PUMP_03,2026-04-14 01:25:00+00:00,56.51,2.16,2822.0,18.53,running
PUMP_03,2026-04-14 01:26:00+00:00,53.99,2.18,2826.0,17.9,running
PUMP_03,2026-04-14 01:27:00+00:00,55.33,2.16,2817.0,18.03,warning
PUMP_03,2026-04-14 01:28:00+00:00,53.81,2.2,2887.0,17.8,running
PUMP_03,2026-04-14 01:29:00+00:00,54.88,2.19,2847.0,17.74,running
PUMP_03,2026-04-14 01:30:00+00:00,54.0,2.25,2812.0,18.54,warning
PUMP_03,2026-04-14 01:31:00+00:00,56.45,5.19,2839.0,19.56,running
PUMP_03,2026-04-14 01:32:00+00:00,56.56,2.22,2845.0,17.88,running
PUMP_03,2026-04-14 01:33:00+00:00,53.42,2.19,2842.0,17.55,running
PUMP_03,2026-04-14 01:34:00+00:00,55.65,2.23,2874.0,17.83,running
PUMP_03,2026-04-14 01:35:00+00:00,56.61,2.16,2882.0,18.06,running
PUMP_03,2026-04-14 01:36:00+00:00,56.62,2.15,2881.0,18.1,running
PUMP_03,2026-04-14 01:37:00+00:00,56.17,4.7,2840.0,20.09,running
PUMP_03,2026-04-14 01:38:00+00:00,54.88,2.23,2861.0,18.43,running
PUMP_03,2026-04-14 01:39:00+00:00,54.42,2.13,2840.0,17.54,running
PUMP_03,2026-04-14 01:40:00+00:00,55.67,2.26,2807.0,17.51,warning
PUMP_03,2026-04-14 01:41:00+00:00,55.69,2.21,2808.0,17.92,warning
PUMP_03,2026-04-14 01:42:00+00:00,56.06,2.22,2850.0,18.2,running
PUMP_03,2026-04-14 01:43:00+00:00,55.07,2.29,2811.0,18.39,warning
PUMP_03,2026-04-14 01:44:00+00:00,55.13,2.24,2845.0,17.93,running
PUMP_03,2026-04-14 01:45:00+00:00,55.14,2.28,2883.0,18.06,running
PUMP_03,2026-04-14 01:46:00+00:00,55.42,2.19,2826.0,18.42,running
PUMP_03,2026-04-14 01:47:00+00:00,54.99,2.14,2804.0,17.82,warning
PUMP_03,2026-04-14 01:48:00+00:00,55.23,2.23,2812.0,18.17,warning
PUMP_03,2026-04-14 01:49:00+00:00,54.09,2.24,2886.0,17.96,running
PUMP_03,2026-04-14 01:50:00+00:00,56.65,2.28,2841.0,17.47,running
PUMP_03,2026-04-14 01:51:00+00:00,55.22,2.27,2878.0,18.37,running
PUMP_03,2026-04-14 01:52:00+00:00,55.69,2.23,2866.0,17.73,running
PUMP_03,2026-04-14 01:53:00+00:00,54.27,2.14,2890.0,18.37,running
PUMP_03,2026-04-14 01:54:00+00:00,54.87,2.13,2879.0,18.07,running
PUMP_03,2026-04-14 01:55:00+00:00,55.18,2.16,2848.0,17.7,running
PUMP_03,2026-04-14 01:56:00+00:00,53.89,2.22,2858.0,17.77,running
PUMP_03,2026-04-14 01:57:00+00:00,55.57,6.29,2869.0,20.94,warning
PUMP_03,2026-04-14 01:58:00+00:00,53.62,2.21,2878.0,18.26,running
PUMP_03,2026-04-14 01:59:00+00:00,54.13,2.12,2875.0,18.51,running
PUMP_03,2026-04-14 02:00:00+00:00,56.36,2.2,2822.0,17.5,running
PUMP_03,2026-04-14 02:01:00+00:00,54.99,2.27,2820.0,18.41,running
PUMP_03,2026-04-14 02:02:00+00:00,56.48,2.26,2838.0,18.31,running
PUMP_03,2026-04-14 02:03:00+00:00,56.4,2.25,2843.0,18.47,running
PUMP_03,2026-04-14 02:04:00+00:00,54.21,2.12,2836.0,18.47,running
PUMP_03,2026-04-14 02:05:00+00:00,55.06,2.12,2859.0,18.4,running
PUMP_03,2026-04-14 02:06:00+00:00,54.7,2.28,2841.0,18.31,running
PUMP_03,2026-04-14 02:07:00+00:00,55.03,2.16,2823.0,18.34,running
PUMP_03,2026-04-14 02:08:00+00:00,55.06,2.18,2877.0,18.05,running
PUMP_03,2026-04-14 02:09:00+00:00,53.88,2.19,2876.0,17.91,running
PUMP_03,2026-04-14 02:10:00+00:00,53.55,2.25,2857.0,17.79,running
PUMP_03,2026-04-14 02:11:00+00:00,54.44,2.16,2806.0,17.94,warning
PUMP_03,2026-04-14 02:12:00+00:00,56.58,2.13,2818.0,17.92,warning
PUMP_03,2026-04-14 02:13:00+00:00,55.4,2.23,2865.0,18.47,running
PUMP_03,2026-04-14 02:14:00+00:00,55.94,2.22,2869.0,17.76,running
PUMP_03,2026-04-14 02:15:00+00:00,55.45,2.16,2879.0,18.54,running
PUMP_03,2026-04-14 02:16:00+00:00,55.76,2.27,2881.0,18.28,running
PUMP_03,2026-04-14 02:17:00+00:00,56.39,2.16,2847.0,17.73,running
PUMP_03,2026-04-14 02:18:00+00:00,55.86,2.19,2811.0,17.6,warning
PUMP_03,2026-04-14 02:19:00+00:00,54.44,2.15,2849.0,17.76,running
PUMP_03,2026-04-14 02:20:00+00:00,55.17,2.28,2851.0,18.08,running
PUMP_03,2026-04-14 02:21:00+00:00,55.88,2.14,2884.0,17.57,running
PUMP_03,2026-04-14 02:22:00+00:00,55.64,2.2,2805.0,18.04,warning
PUMP_03,2026-04-14 02:23:00+00:00,55.0,2.12,2839.0,17.48,running
PUMP_03,2026-04-14 02:24:00+00:00,55.31,2.16,2811.0,18.02,warning
PUMP_03,2026-04-14 02:25:00+00:00,54.45,2.12,2846.0,18.19,running
PUMP_03,2026-04-14 02:26:00+00:00,54.86,2.15,2850.0,17.79,running
PUMP_03,2026-04-14 02:27:00+00:00,54.09,2.21,2822.0,17.5,running
PUMP_03,2026-04-14 02:28:00+00:00,55.69,2.12,2809.0,18.52,warning
PUMP_03,2026-04-14 02:29:00+00:00,53.62,2.14,2846.0,17.9,running
PUMP_03,2026-04-14 02:30:00+00:00,55.51,2.28,2828.0,17.77,running
PUMP_03,2026-04-14 02:31:00+00:00,56.3,2.27,2848.0,17.85,running
PUMP_03,2026-04-14 02:32:00+00:00,55.72,2.23,2862.0,17.62,running
PUMP_03,2026-04-14 02:33:00+00:00,56.14,2.24,2845.0,18.32,running
PUMP_03,2026-04-14 02:34:00+00:00,55.42,2.24,2881.0,17.77,running
PUMP_03,2026-04-14 02:35:00+00:00,54.07,2.2,2848.0,18.52,running
PUMP_03,2026-04-14 02:36:00+00:00,54.37,2.22,2808.0,17.56,warning
PUMP_03,2026-04-14 02:37:00+00:00,54.0,2.22,2853.0,18.14,running
PUMP_03,2026-04-14 02:38:00+00:00,56.03,2.13,2872.0,17.73,running
PUMP_03,2026-04-14 02:39:00+00:00,53.79,2.13,2856.0,17.58,running
PUMP_03,2026-04-14 02:40:00+00:00,53.93,2.24,2873.0,17.69,running
PUMP_03,2026-04-14 02:41:00+00:00,55.31,2.15,2879.0,18.01,running
PUMP_03,2026-04-14 02:42:00+00:00,55.2,4.66,2817.0,20.55,warning
PUMP_03,2026-04-14 02:43:00+00:00,55.67,2.23,2853.0,17.85,running
PUMP_03,2026-04-14 02:44:00+00:00,53.51,2.22,2832.0,18.23,running
PUMP_03,2026-04-14 02:45:00+00:00,56.5,2.15,2887.0,18.0,running
PUMP_03,2026-04-14 02:46:00+00:00,53.39,2.24,2833.0,17.64,running
PUMP_03,2026-04-14 02:47:00+00:00,54.57,2.23,2822.0,18.13,running
PUMP_03,2026-04-14 02:48:00+00:00,55.06,2.22,2877.0,18.2,running
PUMP_03,2026-04-14 02:49:00+00:00,53.65,4.87,2836.0,19.34,running
PUMP_03,2026-04-14 02:50:00+00:00,55.23,2.28,2831.0,17.88,running
PUMP_03,2026-04-14 02:51:00+00:00,56.42,2.13,2822.0,17.67,running
PUMP_03,2026-04-14 02:52:00+00:00,56.51,2.13,2873.0,17.76,running
PUMP_03,2026-04-14 02:53:00+00:00,55.27,2.26,2871.0,17.76,running
PUMP_03,2026-04-14 02:54:00+00:00,55.49,2.18,2806.0,18.1,warning
PUMP_03,2026-04-14 02:55:00+00:00,54.07,4.78,2812.0,19.26,warning
PUMP_03,2026-04-14 02:56:00+00:00,53.89,2.14,2834.0,17.8,running
PUMP_03,2026-04-14 02:57:00+00:00,53.93,2.19,2825.0,18.21,running
PUMP_03,2026-04-14 02:58:00+00:00,55.0,2.29,2872.0,17.6,running
PUMP_03,2026-04-14 02:59:00+00:00,55.42,2.26,2831.0,18.44,running
PUMP_03,2026-04-14 03:00:00+00:00,54.0,2.2,2890.0,18.4,running
PUMP_03,2026-04-14 03:01:00+00:00,54.39,2.24,2811.0,18.27,warning
PUMP_03,2026-04-14 03:02:00+00:00,54.97,2.16,2843.0,18.31,running
PUMP_03,2026-04-14 03:03:00+00:00,56.11,7.23,2838.0,19.93,warning
PUMP_03,2026-04-14 03:04:00+00:00,55.49,2.25,2803.0,18.46,warning
PUMP_03,2026-04-14 03:05:00+00:00,54.61,2.13,2860.0,17.91,running
PUMP_03,2026-04-14 03:06:00+00:00,54.39,2.11,2846.0,18.32,running
PUMP_03,2026-04-14 03:07:00+00:00,54.44,2.27,2818.0,18.49,warning
PUMP_03,2026-04-14 03:08:00+00:00,55.73,2.28,2879.0,17.59,running
PUMP_03,2026-04-14 03:09:00+00:00,55.9,2.19,2848.0,18.21,running
PUMP_03,2026-04-14 03:10:00+00:00,56.53,2.24,2889.0,17.48,running
PUMP_03,2026-04-14 03:11:00+00:00,53.58,2.28,2840.0,17.89,running
PUMP_03,2026-04-14 03:12:00+00:00,56.02,2.13,2854.0,18.44,running
PUMP_03,2026-04-14 03:13:00+00:00,53.91,2.17,2812.0,17.83,warning
PUMP_03,2026-04-14 03:14:00+00:00,55.13,2.21,2881.0,17.57,running
PUMP_03,2026-04-14 03:15:00+00:00,53.78,2.13,2859.0,17.53,running
PUMP_03,2026-04-14 03:16:00+00:00,56.44,2.24,2881.0,17.81,running
PUMP_03,2026-04-14 03:17:00+00:00,55.68,2.12,2858.0,17.5,running
PUMP_03,2026-04-14 03:18:00+00:00,53.62,2.11,2882.0,18.26,running
PUMP_03,2026-04-14 03:19:00+00:00,55.81,2.11,2888.0,17.85,running
PUMP_03,2026-04-14 03:20:00+00:00,54.59,2.21,2822.0,18.45,running
PUMP_03,2026-04-14 03:21:00+00:00,53.58,8.05,2810.0,19.93,warning
PUMP_03,2026-04-14 03:22:00+00:00,55.21,2.23,2865.0,18.07,running
PUMP_03,2026-04-14 03:23:00+00:00,55.27,2.14,2815.0,17.55,warning
PUMP_03,2026-04-14 03:24:00+00:00,53.49,2.19,2821.0,18.13,running
PUMP_03,2026-04-14 03:25:00+00:00,54.28,2.13,2856.0,17.79,running
PUMP_03,2026-04-14 03:26:00+00:00,56.62,2.17,2832.0,17.68,running
PUMP_03,2026-04-14 03:27:00+00:00,55.32,2.13,2873.0,18.37,running
PUMP_03,2026-04-14 03:28:00+00:00,53.83,2.23,2869.0,18.46,running
PUMP_03,2026-04-14 03:29:00+00:00,54.6,2.2,2857.0,17.99,running
PUMP_03,2026-04-14 03:30:00+00:00,55.26,7.56,2815.0,20.35,warning
PUMP_03,2026-04-14 03:31:00+00:00,56.29,2.24,2852.0,18.27,running
PUMP_03,2026-04-14 03:32:00+00:00,54.42,2.28,2823.0,17.63,running
PUMP_03,2026-04-14 03:33:00+00:00,53.58,2.19,2870.0,17.83,running
PUMP_03,2026-04-14 03:34:00+00:00,54.6,2.21,2889.0,17.7,running
PUMP_03,2026-04-14 03:35:00+00:00,55.43,2.23,2875.0,17.79,running
PUMP_03,2026-04-14 03:36:00+00:00,54.89,2.27,2843.0,18.0,running
PUMP_03,2026-04-14 03:37:00+00:00,56.49,2.2,2890.0,18.03,running
PUMP_03,2026-04-14 03:38:00+00:00,54.88,2.11,2834.0,17.84,running
PUMP_03,2026-04-14 03:39:00+00:00,56.14,2.27,2822.0,18.24,running
PUMP_03,2026-04-14 03:40:00+00:00,53.71,2.21,2805.0,18.2,warning
PUMP_03,2026-04-14 03:41:00+00:00,55.71,2.18,2840.0,18.21,running
PUMP_03,2026-04-14 03:42:00+00:00,53.99,2.24,2817.0,18.08,warning
PUMP_03,2026-04-14 03:43:00+00:00,54.64,2.19,2878.0,17.9,running
PUMP_03,2026-04-14 03:44:00+00:00,54.0,2.21,2846.0,17.99,running
PUMP_03,2026-04-14 03:45:00+00:00,56.05,2.23,2888.0,18.22,running
PUMP_03,2026-04-14 03:46:00+00:00,55.97,2.28,2831.0,17.73,running
PUMP_03,2026-04-14 03:47:00+00:00,54.58,2.17,2857.0,17.53,running
PUMP_03,2026-04-14 03:48:00+00:00,53.63,4.56,2816.0,20.02,warning
PUMP_03,2026-04-14 03:49:00+00:00,56.33,2.18,2886.0,17.64,running
PUMP_03,2026-04-14 03:50:00+00:00,53.52,2.14,2881.0,17.93,running
PUMP_03,2026-04-14 03:51:00+00:00,54.27,2.14,2847.0,17.53,running
PUMP_03,2026-04-14 03:52:00+00:00,55.04,2.16,2804.0,17.53,warning
PUMP_03,2026-04-14 03:53:00+00:00,53.92,2.2,2847.0,17.6,running
PUMP_03,2026-04-14 03:54:00+00:00,56.41,2.23,2845.0,17.66,running
PUMP_03,2026-04-14 03:55:00+00:00,56.28,2.25,2845.0,17.99,running
PUMP_03,2026-04-14 03:56:00+00:00,53.75,2.16,2814.0,18.27,warning
PUMP_03,2026-04-14 03:57:00+00:00,55.81,2.22,2873.0,18.31,running
PUMP_03,2026-04-14 03:58:00+00:00,53.61,2.12,2846.0,17.55,running
PUMP_03,2026-04-14 03:59:00+00:00,54.86,2.27,2830.0,18.51,running
PUMP_03,2026-04-14 04:00:00+00:00,55.12,2.2,2874.0,17.51,running
PUMP_03,2026-04-14 04:01:00+00:00,54.26,2.13,2807.0,18.31,warning
PUMP_03,2026-04-14 04:02:00+00:00,54.94,2.22,2847.0,18.28,running
PUMP_03,2026-04-14 04:03:00+00:00,56.52,2.13,2879.0,17.96,running
PUMP_03,2026-04-14 04:04:00+00:00,55.78,2.18,2819.0,18.39,warning
PUMP_03,2026-04-14 04:05:00+00:00,56.58,2.27,2808.0,18.0,warning
PUMP_03,2026-04-14 04:06:00+00:00,55.99,7.84,2806.0,20.93,warning
PUMP_03,2026-04-14 04:07:00+00:00,54.82,2.27,2852.0,18.4,running
PUMP_03,2026-04-14 04:08:00+00:00,53.4,2.2,2831.0,17.54,running
PUMP_03,2026-04-14 04:09:00+00:00,56.56,2.19,2833.0,18.46,running
PUMP_03,2026-04-14 04:10:00+00:00,56.62,2.2,2835.0,18.29,running
PUMP_03,2026-04-14 04:11:00+00:00,56.02,2.24,2812.0,17.6,warning
PUMP_03,2026-04-14 04:12:00+00:00,55.45,2.23,2867.0,17.58,running
PUMP_03,2026-04-14 04:13:00+00:00,55.82,2.28,2887.0,17.6,running
PUMP_03,2026-04-14 04:14:00+00:00,53.71,2.22,2856.0,17.67,running
PUMP_03,2026-04-14 04:15:00+00:00,54.19,2.27,2889.0,18.51,running
PUMP_03,2026-04-14 04:16:00+00:00,55.89,6.17,2837.0,19.99,warning
PUMP_03,2026-04-14 04:17:00+00:00,53.92,2.16,2873.0,18.19,running
PUMP_03,2026-04-14 04:18:00+00:00,54.79,2.17,2870.0,17.62,running
PUMP_03,2026-04-14 04:19:00+00:00,54.8,2.14,2853.0,17.79,running
PUMP_03,2026-04-14 04:20:00+00:00,53.38,2.2,2890.0,18.33,running
PUMP_03,2026-04-14 04:21:00+00:00,54.43,5.27,2809.0,21.19,warning
PUMP_03,2026-04-14 04:22:00+00:00,56.27,7.53,2863.0,20.54,warning
PUMP_03,2026-04-14 04:23:00+00:00,56.52,2.13,2821.0,17.77,running
PUMP_03,2026-04-14 04:24:00+00:00,56.52,2.26,2881.0,18.52,running
PUMP_03,2026-04-14 04:25:00+00:00,55.02,2.15,2831.0,18.13,running
PUMP_03,2026-04-14 04:26:00+00:00,54.9,2.2,2850.0,18.35,running
PUMP_03,2026-04-14 04:27:00+00:00,55.0,2.22,2817.0,17.49,warning
PUMP_03,2026-04-14 04:28:00+00:00,56.58,2.23,2810.0,18.02,warning
PUMP_03,2026-04-14 04:29:00+00:00,55.67,2.21,2863.0,18.28,running
PUMP_03,2026-04-14 04:30:00+00:00,54.18,2.13,2886.0,17.48,running
PUMP_03,2026-04-14 04:31:00+00:00,56.33,2.2,2804.0,18.19,warning
PUMP_03,2026-04-14 04:32:00+00:00,54.33,2.21,2817.0,17.83,warning
PUMP_03,2026-04-14 04:33:00+00:00,55.64,2.27,2862.0,17.54,running
PUMP_03,2026-04-14 04:34:00+00:00,55.96,2.21,2816.0,18.11,warning
PUMP_03,2026-04-14 04:35:00+00:00,53.55,2.16,2830.0,17.95,running
PUMP_03,2026-04-14 04:36:00+00:00,55.11,2.28,2846.0,18.13,running
PUMP_03,2026-04-14 04:37:00+00:00,54.12,2.26,2803.0,18.23,warning
PUMP_03,2026-04-14 04:38:00+00:00,55.95,2.28,2867.0,17.81,running
PUMP_03,2026-04-14 04:39:00+00:00,53.89,2.19,2806.0,18.01,warning
PUMP_03,2026-04-14 04:40:00+00:00,55.87,2.15,2891.0,17.81,running
PUMP_03,2026-04-14 04:41:00+00:00,56.42,2.21,2829.0,17.91,running
PUMP_03,2026-04-14 04:42:00+00:00,53.4,2.15,2867.0,17.52,running
PUMP_03,2026-04-14 04:43:00+00:00,55.53,2.25,2835.0,18.09,running
PUMP_03,2026-04-14 04:44:00+00:00,54.82,2.25,2877.0,18.2,running
PUMP_03,2026-04-14 04:45:00+00:00,53.66,2.23,2853.0,17.74,running
PUMP_03,2026-04-14 04:46:00+00:00,55.29,2.17,2825.0,18.39,running
PUMP_03,2026-04-14 04:47:00+00:00,55.76,2.22,2810.0,18.54,warning
PUMP_03,2026-04-14 04:48:00+00:00,55.07,2.17,2846.0,18.32,running
PUMP_03,2026-04-14 04:49:00+00:00,54.9,2.26,2849.0,18.01,running
